PRACTICE_CODE,GROUP_CODE,REGISTER,PATIENT_LIST_TYPE,PRACTICE_LIST_SIZE
D82066,OB,765.0,18OV,5710
D82066,OST,20.0,50OV,3610
D82066,PAD,63.0,TOTAL,6730
D82066,PC,72.0,TOTAL,6730
D82066,RA,71.0,16OV,5844
D82066,STIA,213.0,TOTAL,6730
D82067,AF,256.0,TOTAL,13791
D82067,AST,1038.0,06OV,12902
D82067,CAN,420.0,TOTAL,13791
D82067,CHD,459.0,TOTAL,13791
D82067,CKD,274.0,18OV,10980
D82067,COPD,417.0,TOTAL,13791
D82067,DEM,90.0,TOTAL,13791
D82067,DEP,1610.0,18OV,10980
D82067,DM,1017.0,17OV,11150
D82067,EP,111.0,18OV,10980
D82067,HF,108.0,TOTAL,13791
D82067,HYP,1851.0,TOTAL,13791
D82067,LD,150.0,TOTAL,13791
D82067,MH,159.0,TOTAL,13791
D82067,NDH,1065.0,18OV,10980
D82067,OB,1308.0,18OV,10980
D82067,OST,23.0,50OV,5067
D82067,PAD,140.0,TOTAL,13791
D82067,PC,42.0,TOTAL,13791
D82067,RA,76.0,16OV,11309
D82067,STIA,288.0,TOTAL,13791
D82068,AF,265.0,TOTAL,7618
D82068,AST,526.0,06OV,7269
D82068,CAN,427.0,TOTAL,7618
D82068,CHD,355.0,TOTAL,7618
D82068,CKD,379.0,18OV,6381
D82068,COPD,205.0,TOTAL,7618
D82068,DEM,67.0,TOTAL,7618
D82068,DEP,749.0,18OV,6381
D82068,DM,559.0,17OV,6447
D82068,EP,49.0,18OV,6381
D82068,HF,83.0,TOTAL,7618
D82068,HYP,1334.0,TOTAL,7618
D82068,LD,17.0,TOTAL,7618
D82068,MH,43.0,TOTAL,7618
D82068,NDH,366.0,18OV,6381
D82068,OB,541.0,18OV,6381
D82068,OST,5.0,50OV,3960
D82068,PAD,34.0,TOTAL,7618
D82068,PC,26.0,TOTAL,7618
D82068,RA,73.0,16OV,6514
D82068,STIA,236.0,TOTAL,7618
D82070,AF,243.0,TOTAL,6415
D82070,AST,492.0,06OV,6115
D82070,CAN,322.0,TOTAL,6415
D82070,CHD,301.0,TOTAL,6415
D82070,CKD,140.0,18OV,5338
D82070,COPD,161.0,TOTAL,6415
D82070,DEM,43.0,TOTAL,6415
D82070,DEP,662.0,18OV,5338
D82070,DM,427.0,17OV,5400
D82070,EP,35.0,18OV,5338
D82070,HF,88.0,TOTAL,6415
D82070,HYP,1200.0,TOTAL,6415
D82070,LD,34.0,TOTAL,6415
D82070,MH,50.0,TOTAL,6415
D82070,NDH,476.0,18OV,5338
D82070,OB,690.0,18OV,5338
D82070,OST,10.0,50OV,3329
D82070,PAD,42.0,TOTAL,6415
D82070,PC,10.0,TOTAL,6415
D82070,RA,52.0,16OV,5462
D82070,STIA,192.0,TOTAL,6415
D82071,AF,396.0,TOTAL,15490
D82071,AST,1159.0,06OV,14627
D82071,CAN,697.0,TOTAL,15490
D82071,CHD,533.0,TOTAL,15490
D82071,CKD,271.0,18OV,12607
D82071,COPD,227.0,TOTAL,15490
D82071,DEM,146.0,TOTAL,15490
D82071,DEP,1201.0,18OV,12607
D82071,DM,1008.0,17OV,12783
D82071,EP,105.0,18OV,12607
D82071,HF,141.0,TOTAL,15490
D82071,HYP,2492.0,TOTAL,15490
D82071,LD,92.0,TOTAL,15490
D82071,MH,146.0,TOTAL,15490
D82071,NDH,936.0,18OV,12607
D82071,OB,1930.0,18OV,12607
D82071,OST,5.0,50OV,7034
D82071,PAD,94.0,TOTAL,15490
D82071,PC,62.0,TOTAL,15490
D82071,RA,137.0,16OV,12949
D82071,STIA,331.0,TOTAL,15490
D82072,AF,182.0,TOTAL,4231
D82072,AST,276.0,06OV,4080
D82072,CAN,237.0,TOTAL,4231
D82072,CHD,245.0,TOTAL,4231
D82072,CKD,149.0,18OV,3668
D82072,COPD,112.0,TOTAL,4231
D82072,DEM,25.0,TOTAL,4231
D82072,DEP,471.0,18OV,3668
D82072,DM,267.0,17OV,3708
D82072,EP,29.0,18OV,3668
D82072,HF,54.0,TOTAL,4231
D82072,HYP,846.0,TOTAL,4231
D82072,LD,13.0,TOTAL,4231
D82072,MH,36.0,TOTAL,4231
D82072,NDH,156.0,18OV,3668
D82072,OB,231.0,18OV,3668
D82072,OST,4.0,50OV,2583
D82072,PAD,34.0,TOTAL,4231
D82072,PC,12.0,TOTAL,4231
D82072,RA,48.0,16OV,3749
D82072,STIA,181.0,TOTAL,4231
D82073,AF,217.0,TOTAL,12243
D82073,AST,850.0,06OV,11478
D82073,CAN,379.0,TOTAL,12243
D82073,CHD,335.0,TOTAL,12243
D82073,CKD,316.0,18OV,9802
D82073,COPD,232.0,TOTAL,12243
D82073,DEM,101.0,TOTAL,12243
D82073,DEP,1323.0,18OV,9802
D82073,DM,585.0,17OV,9902
D82073,EP,91.0,18OV,9802
D82073,HF,78.0,TOTAL,12243
D82073,HYP,1440.0,TOTAL,12243
D82073,LD,75.0,TOTAL,12243
D82073,MH,151.0,TOTAL,12243
D82073,NDH,738.0,18OV,9802
D82073,OB,1016.0,18OV,9802
D82073,OST,21.0,50OV,4291
D82073,PAD,50.0,TOTAL,12243
D82073,PC,28.0,TOTAL,12243
D82073,RA,90.0,16OV,10028
D82073,STIA,224.0,TOTAL,12243
D82076,AF,176.0,TOTAL,8298
D82076,AST,687.0,06OV,7763
D82076,CAN,244.0,TOTAL,8298
D82076,CHD,236.0,TOTAL,8298
D82076,CKD,199.0,18OV,6797
D82076,COPD,147.0,TOTAL,8298
D82076,DEM,84.0,TOTAL,8298
D82076,DEP,724.0,18OV,6797
D82076,DM,453.0,17OV,6872
D82076,EP,85.0,18OV,6797
D82076,HF,63.0,TOTAL,8298
D82076,HYP,1096.0,TOTAL,8298
D82076,LD,70.0,TOTAL,8298
D82076,MH,127.0,TOTAL,8298
D82076,NDH,690.0,18OV,6797
D82076,OB,621.0,18OV,6797
D82076,OST,16.0,50OV,3133
D82076,PAD,30.0,TOTAL,8298
D82076,PC,24.0,TOTAL,8298
D82076,RA,71.0,16OV,6943
D82076,STIA,170.0,TOTAL,8298
D82078,AF,288.0,TOTAL,9809
D82078,AST,682.0,06OV,9255
D82078,CAN,470.0,TOTAL,9809
D82078,CHD,332.0,TOTAL,9809
D82078,CKD,288.0,18OV,8001
D82078,COPD,144.0,TOTAL,9809
D82078,DEM,81.0,TOTAL,9809
D82078,DEP,744.0,18OV,8001
D82078,DM,482.0,17OV,8104
D82078,EP,62.0,18OV,8001
D82078,HF,94.0,TOTAL,9809
D82078,HYP,1477.0,TOTAL,9809
D82078,LD,40.0,TOTAL,9809
D82078,MH,67.0,TOTAL,9809
D82078,NDH,444.0,18OV,8001
D82078,OB,325.0,18OV,8001
D82078,OST,27.0,50OV,4697
D82078,PAD,65.0,TOTAL,9809
D82078,PC,55.0,TOTAL,9809
D82078,RA,70.0,16OV,8201
D82078,STIA,232.0,TOTAL,9809
D82079,AF,189.0,TOTAL,5390
D82079,AST,425.0,06OV,5119
D82079,CAN,266.0,TOTAL,5390
D82079,CHD,235.0,TOTAL,5390
D82079,CKD,410.0,18OV,4404
D82079,COPD,148.0,TOTAL,5390
D82079,DEM,55.0,TOTAL,5390
D82079,DEP,776.0,18OV,4404
D82079,DM,474.0,17OV,4455
D82079,EP,36.0,18OV,4404
D82079,HF,80.0,TOTAL,5390
D82079,HYP,1201.0,TOTAL,5390
D82079,LD,25.0,TOTAL,5390
D82079,MH,35.0,TOTAL,5390
D82079,NDH,650.0,18OV,4404
D82079,OB,873.0,18OV,4404
D82079,OST,4.0,50OV,2612
D82079,PAD,52.0,TOTAL,5390
D82079,PC,13.0,TOTAL,5390
D82079,RA,50.0,16OV,4518
D82079,STIA,144.0,TOTAL,5390
D82080,AF,240.0,TOTAL,7865
D82080,AST,618.0,06OV,7407
D82080,CAN,308.0,TOTAL,7865
D82080,CHD,275.0,TOTAL,7865
D82080,CKD,234.0,18OV,6329
D82080,COPD,135.0,TOTAL,7865
D82080,DEM,82.0,TOTAL,7865
D82080,DEP,785.0,18OV,6329
D82080,DM,431.0,17OV,6433
D82080,EP,52.0,18OV,6329
D82080,HF,78.0,TOTAL,7865
D82080,HYP,1376.0,TOTAL,7865
D82080,LD,52.0,TOTAL,7865
D82080,MH,54.0,TOTAL,7865
D82080,NDH,822.0,18OV,6329
D82080,OB,706.0,18OV,6329
D82080,OST,9.0,50OV,3641
D82080,PAD,48.0,TOTAL,7865
D82080,PC,55.0,TOTAL,7865
D82080,RA,69.0,16OV,6513
D82080,STIA,223.0,TOTAL,7865
D82084,AF,255.0,TOTAL,7936
D82084,AST,543.0,06OV,7609
D82084,CAN,433.0,TOTAL,7936
D82084,CHD,342.0,TOTAL,7936
D82084,CKD,516.0,18OV,6687
D82084,COPD,176.0,TOTAL,7936
D82084,DEM,56.0,TOTAL,7936
D82084,DEP,574.0,18OV,6687
D82084,DM,554.0,17OV,6751
D82084,EP,55.0,18OV,6687
D82084,HF,71.0,TOTAL,7936
D82084,HYP,1472.0,TOTAL,7936
D82084,LD,53.0,TOTAL,7936
D82084,MH,57.0,TOTAL,7936
D82084,NDH,176.0,18OV,6687
D82084,OB,582.0,18OV,6687
D82084,OST,11.0,50OV,4286
D82084,PAD,41.0,TOTAL,7936
D82084,PC,55.0,TOTAL,7936
D82084,RA,78.0,16OV,6830
D82084,STIA,224.0,TOTAL,7936
D82085,AF,168.0,TOTAL,6869
D82085,AST,544.0,06OV,6542
D82085,CAN,320.0,TOTAL,6869
D82085,CHD,241.0,TOTAL,6869
D82085,CKD,104.0,18OV,5712
D82085,COPD,100.0,TOTAL,6869
D82085,DEM,51.0,TOTAL,6869
D82085,DEP,552.0,18OV,5712
D82085,DM,396.0,17OV,5780
D82085,EP,41.0,18OV,5712
D82085,HF,40.0,TOTAL,6869
D82085,HYP,1126.0,TOTAL,6869
D82085,LD,44.0,TOTAL,6869
D82085,MH,44.0,TOTAL,6869
D82085,NDH,205.0,18OV,5712
D82085,OB,590.0,18OV,5712
D82085,OST,9.0,50OV,3539
D82085,PAD,31.0,TOTAL,6869
D82085,PC,8.0,TOTAL,6869
D82085,RA,50.0,16OV,5844
D82085,STIA,122.0,TOTAL,6869
D82087,AF,105.0,TOTAL,6811
D82087,AST,439.0,06OV,6357
D82087,CAN,138.0,TOTAL,6811
D82087,CHD,165.0,TOTAL,6811
D82087,CKD,127.0,18OV,5291
D82087,COPD,193.0,TOTAL,6811
D82087,DEM,31.0,TOTAL,6811
D82087,DEP,664.0,18OV,5291
D82087,DM,373.0,17OV,5373
D82087,EP,54.0,18OV,5291
D82087,HF,37.0,TOTAL,6811
D82087,HYP,720.0,TOTAL,6811
D82087,LD,77.0,TOTAL,6811
D82087,MH,121.0,TOTAL,6811
D82087,NDH,536.0,18OV,5291
D82087,OB,692.0,18OV,5291
D82087,OST,19.0,50OV,1909
D82087,PAD,47.0,TOTAL,6811
D82087,PC,18.0,TOTAL,6811
D82087,RA,33.0,16OV,5465
D82087,STIA,110.0,TOTAL,6811
D82088,AF,14.0,TOTAL,19874
D82088,AST,822.0,06OV,19573
D82088,CAN,83.0,TOTAL,19874
D82088,CHD,24.0,TOTAL,19874
D82088,CKD,16.0,18OV,19074
D82088,COPD,8.0,TOTAL,19874
D82088,DEM,0.0,TOTAL,19874
D82088,DEP,2268.0,18OV,19074
D82088,DM,134.0,17OV,19124
D82088,EP,44.0,18OV,19074
D82088,HF,9.0,TOTAL,19874
D82088,HYP,194.0,TOTAL,19874
D82088,LD,3.0,TOTAL,19874
D82088,MH,97.0,TOTAL,19874
D82088,NDH,157.0,18OV,19074
D82088,OB,371.0,18OV,19074
D82088,OST,1.0,50OV,617
D82088,PAD,3.0,TOTAL,19874
D82088,PC,0.0,TOTAL,19874
D82088,RA,16.0,16OV,19151
D82088,STIA,13.0,TOTAL,19874
D82096,AF,106.0,TOTAL,8169
D82096,AST,513.0,06OV,7606
D82096,CAN,222.0,TOTAL,8169
D82096,CHD,249.0,TOTAL,8169
D82096,CKD,217.0,18OV,6206
D82096,COPD,190.0,TOTAL,8169
D82096,DEM,29.0,TOTAL,8169
D82096,DEP,1136.0,18OV,6206
D82096,DM,427.0,17OV,6316
D82096,EP,35.0,18OV,6206
D82096,HF,47.0,TOTAL,8169
D82096,HYP,795.0,TOTAL,8169
D82096,LD,66.0,TOTAL,8169
D82096,MH,88.0,TOTAL,8169
D82096,NDH,627.0,18OV,6206
D82096,OB,541.0,18OV,6206
D82096,OST,6.0,50OV,2361
D82096,PAD,58.0,TOTAL,8169
D82096,PC,12.0,TOTAL,8169
D82096,RA,61.0,16OV,6413
D82096,STIA,116.0,TOTAL,8169
D82099,AF,306.0,TOTAL,17178
D82099,AST,932.0,06OV,16164
D82099,CAN,485.0,TOTAL,17178
D82099,CHD,489.0,TOTAL,17178
D82099,CKD,234.0,18OV,13643
D82099,COPD,319.0,TOTAL,17178
D82099,DEM,80.0,TOTAL,17178
D82099,DEP,1830.0,18OV,13643
D82099,DM,944.0,17OV,13858
D82099,EP,106.0,18OV,13643
D82099,HF,120.0,TOTAL,17178
D82099,HYP,2088.0,TOTAL,17178
D82099,LD,127.0,TOTAL,17178
D82099,MH,137.0,TOTAL,17178
D82099,NDH,1243.0,18OV,13643
D82099,OB,1144.0,18OV,13643
D82099,OST,15.0,50OV,5446
D82099,PAD,108.0,TOTAL,17178
D82099,PC,65.0,TOTAL,17178
D82099,RA,100.0,16OV,14045
D82099,STIA,275.0,TOTAL,17178
D82100,AF,154.0,TOTAL,4339
D82100,AST,355.0,06OV,4143
D82100,CAN,187.0,TOTAL,4339
D82100,CHD,168.0,TOTAL,4339
D82100,CKD,244.0,18OV,3635
D82100,COPD,112.0,TOTAL,4339
D82100,DEM,68.0,TOTAL,4339
D82100,DEP,555.0,18OV,3635
D82100,DM,318.0,17OV,3672
D82100,EP,35.0,18OV,3635
D82100,HF,40.0,TOTAL,4339
D82100,HYP,944.0,TOTAL,4339
D82100,LD,34.0,TOTAL,4339
D82100,MH,32.0,TOTAL,4339
D82100,NDH,461.0,18OV,3635
D82100,OB,602.0,18OV,3635
D82100,OST,7.0,50OV,2304
D82100,PAD,34.0,TOTAL,4339
D82100,PC,14.0,TOTAL,4339
D82100,RA,36.0,16OV,3709
D82100,STIA,99.0,TOTAL,4339
D82104,AF,316.0,TOTAL,9494
D82104,AST,779.0,06OV,9053
D82104,CAN,542.0,TOTAL,9494
D82104,CHD,353.0,TOTAL,9494
D82104,CKD,445.0,18OV,7933
D82104,COPD,185.0,TOTAL,9494
D82104,DEM,122.0,TOTAL,9494
D82104,DEP,1179.0,18OV,7933
D82104,DM,557.0,17OV,8036
D82104,EP,86.0,18OV,7933
D82104,HF,69.0,TOTAL,9494
D82104,HYP,2030.0,TOTAL,9494
D82104,LD,72.0,TOTAL,9494
D82104,MH,75.0,TOTAL,9494
D82104,NDH,581.0,18OV,7933
D82104,OB,1034.0,18OV,7933
D82104,OST,78.0,50OV,4955
D82104,PAD,82.0,TOTAL,9494
D82104,PC,41.0,TOTAL,9494
D82104,RA,140.0,16OV,8125
D82104,STIA,228.0,TOTAL,9494
D82105,AF,205.0,TOTAL,6903
D82105,AST,487.0,06OV,6464
D82105,CAN,264.0,TOTAL,6903
D82105,CHD,241.0,TOTAL,6903
D82105,CKD,382.0,18OV,5539
D82105,COPD,145.0,TOTAL,6903
D82105,DEM,60.0,TOTAL,6903
D82105,DEP,485.0,18OV,5539
D82105,DM,562.0,17OV,5603
D82105,EP,47.0,18OV,5539
D82105,HF,75.0,TOTAL,6903
D82105,HYP,1225.0,TOTAL,6903
D82105,LD,68.0,TOTAL,6903
D82105,MH,33.0,TOTAL,6903
D82105,NDH,690.0,18OV,5539
D82105,OB,875.0,18OV,5539
D82105,OST,3.0,50OV,3080
D82105,PAD,23.0,TOTAL,6903
D82105,PC,12.0,TOTAL,6903
D82105,RA,71.0,16OV,5688
D82105,STIA,145.0,TOTAL,6903
D82106,AF,97.0,TOTAL,4959
D82106,AST,276.0,06OV,4690
D82106,CAN,130.0,TOTAL,4959
D82106,CHD,104.0,TOTAL,4959
D82106,CKD,129.0,18OV,4163
D82106,COPD,75.0,TOTAL,4959
D82106,DEM,33.0,TOTAL,4959
D82106,DEP,494.0,18OV,4163
D82106,DM,207.0,17OV,4195
D82106,EP,18.0,18OV,4163
D82106,HF,26.0,TOTAL,4959
D82106,HYP,490.0,TOTAL,4959
D82106,LD,26.0,TOTAL,4959
D82106,MH,67.0,TOTAL,4959
D82106,NDH,260.0,18OV,4163
D82106,OB,434.0,18OV,4163
D82106,OST,3.0,50OV,1642
D82106,PAD,16.0,TOTAL,4959
D82106,PC,17.0,TOTAL,4959
D82106,RA,29.0,16OV,4230
D82106,STIA,67.0,TOTAL,4959
D82600,AF,80.0,TOTAL,2020
D82600,AST,138.0,06OV,1953
D82600,CAN,112.0,TOTAL,2020
D82600,CHD,84.0,TOTAL,2020
D82600,CKD,99.0,18OV,1732
D82600,COPD,63.0,TOTAL,2020
D82600,DEM,11.0,TOTAL,2020
D82600,DEP,177.0,18OV,1732
D82600,DM,143.0,17OV,1747
D82600,EP,12.0,18OV,1732
D82600,HF,19.0,TOTAL,2020
D82600,HYP,429.0,TOTAL,2020
D82600,LD,10.0,TOTAL,2020
D82600,MH,12.0,TOTAL,2020
D82600,NDH,27.0,18OV,1732
D82600,OB,138.0,18OV,1732
D82600,OST,0.0,50OV,1190
D82600,PAD,18.0,TOTAL,2020
D82600,PC,4.0,TOTAL,2020
D82600,RA,25.0,16OV,1760
D82600,STIA,49.0,TOTAL,2020
D82604,AF,105.0,TOTAL,3228
D82604,AST,235.0,06OV,3086
D82604,CAN,160.0,TOTAL,3228
D82604,CHD,154.0,TOTAL,3228
D82604,CKD,47.0,18OV,2729
D82604,COPD,77.0,TOTAL,3228
D82604,DEM,13.0,TOTAL,3228
D82604,DEP,267.0,18OV,2729
D82604,DM,238.0,17OV,2763
D82604,EP,16.0,18OV,2729
D82604,HF,41.0,TOTAL,3228
D82604,HYP,623.0,TOTAL,3228
D82604,LD,16.0,TOTAL,3228
D82604,MH,18.0,TOTAL,3228
D82604,NDH,131.0,18OV,2729
D82604,OB,340.0,18OV,2729
D82604,OST,5.0,50OV,1753
D82604,PAD,25.0,TOTAL,3228
D82604,PC,17.0,TOTAL,3228
D82604,RA,32.0,16OV,2794
D82604,STIA,94.0,TOTAL,3228
D82618,AF,178.0,TOTAL,6022
D82618,AST,400.0,06OV,5690
D82618,CAN,249.0,TOTAL,6022
D82618,CHD,221.0,TOTAL,6022
D82618,CKD,141.0,18OV,4849
D82618,COPD,110.0,TOTAL,6022
D82618,DEM,67.0,TOTAL,6022
D82618,DEP,516.0,18OV,4849
D82618,DM,337.0,17OV,4922
D82618,EP,31.0,18OV,4849
D82618,HF,46.0,TOTAL,6022
D82618,HYP,954.0,TOTAL,6022
D82618,LD,29.0,TOTAL,6022
D82618,MH,29.0,TOTAL,6022
D82618,NDH,505.0,18OV,4849
D82618,OB,408.0,18OV,4849
D82618,OST,10.0,50OV,2673
D82618,PAD,24.0,TOTAL,6022
D82618,PC,22.0,TOTAL,6022
D82618,RA,52.0,16OV,4985
D82618,STIA,130.0,TOTAL,6022
D82621,AF,201.0,TOTAL,6055
D82621,AST,517.0,06OV,5745
D82621,CAN,359.0,TOTAL,6055
D82621,CHD,278.0,TOTAL,6055
D82621,CKD,262.0,18OV,5082
D82621,COPD,149.0,TOTAL,6055
D82621,DEM,62.0,TOTAL,6055
D82621,DEP,572.0,18OV,5082
D82621,DM,561.0,17OV,5133
D82621,EP,38.0,18OV,5082
D82621,HF,74.0,TOTAL,6055
D82621,HYP,1302.0,TOTAL,6055
D82621,LD,22.0,TOTAL,6055
D82621,MH,58.0,TOTAL,6055
D82621,NDH,454.0,18OV,5082
D82621,OB,694.0,18OV,5082
D82621,OST,65.0,50OV,3321
D82621,PAD,40.0,TOTAL,6055
D82621,PC,42.0,TOTAL,6055
D82621,RA,57.0,16OV,5185
D82621,STIA,166.0,TOTAL,6055
D82624,AF,126.0,TOTAL,6998
D82624,AST,455.0,06OV,6494
D82624,CAN,227.0,TOTAL,6998
D82624,CHD,167.0,TOTAL,6998
D82624,CKD,96.0,18OV,5397
D82624,COPD,101.0,TOTAL,6998
D82624,DEM,66.0,TOTAL,6998
D82624,DEP,946.0,18OV,5397
D82624,DM,289.0,17OV,5471
D82624,EP,39.0,18OV,5397
D82624,HF,48.0,TOTAL,6998
D82624,HYP,874.0,TOTAL,6998
D82624,LD,34.0,TOTAL,6998
D82624,MH,53.0,TOTAL,6998
D82624,NDH,588.0,18OV,5397
D82624,OB,556.0,18OV,5397
D82624,OST,8.0,50OV,2608
D82624,PAD,36.0,TOTAL,6998
D82624,PC,18.0,TOTAL,6998
D82624,RA,65.0,16OV,5562
D82624,STIA,102.0,TOTAL,6998
D82628,AF,121.0,TOTAL,3739
D82628,AST,304.0,06OV,3594
D82628,CAN,127.0,TOTAL,3739
D82628,CHD,141.0,TOTAL,3739
D82628,CKD,209.0,18OV,3192
D82628,COPD,86.0,TOTAL,3739
D82628,DEM,21.0,TOTAL,3739
D82628,DEP,217.0,18OV,3192
D82628,DM,230.0,17OV,3228
D82628,EP,19.0,18OV,3192
D82628,HF,25.0,TOTAL,3739
D82628,HYP,765.0,TOTAL,3739
D82628,LD,20.0,TOTAL,3739
D82628,MH,31.0,TOTAL,3739
D82628,NDH,413.0,18OV,3192
D82628,OB,347.0,18OV,3192
D82628,OST,2.0,50OV,2163
D82628,PAD,20.0,TOTAL,3739
D82628,PC,27.0,TOTAL,3739
D82628,RA,35.0,16OV,3254
D82628,STIA,90.0,TOTAL,3739
D83001,AF,294.0,TOTAL,10468
D83001,AST,782.0,06OV,10041
D83001,CAN,541.0,TOTAL,10468
D83001,CHD,469.0,TOTAL,10468
D83001,CKD,578.0,18OV,8763
D83001,COPD,168.0,TOTAL,10468
D83001,DEM,68.0,TOTAL,10468
D83001,DEP,990.0,18OV,8763
D83001,DM,600.0,17OV,8886
D83001,EP,65.0,18OV,8763
D83001,HF,178.0,TOTAL,10468
D83001,HYP,1865.0,TOTAL,10468
D83001,LD,43.0,TOTAL,10468
D83001,MH,55.0,TOTAL,10468
D83001,NDH,143.0,18OV,8763
D83001,OB,1038.0,18OV,8763
D83001,OST,64.0,50OV,5459
D83001,PAD,109.0,TOTAL,10468
D83001,PC,41.0,TOTAL,10468
D83001,RA,78.0,16OV,9001
D83001,STIA,256.0,TOTAL,10468
D83002,AF,391.0,TOTAL,14876
D83002,AST,1037.0,06OV,14020
D83002,CAN,555.0,TOTAL,14876
D83002,CHD,532.0,TOTAL,14876
D83002,CKD,427.0,18OV,11760
D83002,COPD,458.0,TOTAL,14876
D83002,DEM,113.0,TOTAL,14876
D83002,DEP,2653.0,18OV,11760
D83002,DM,1112.0,17OV,11933
D83002,EP,162.0,18OV,11760
D83002,HF,148.0,TOTAL,14876
D83002,HYP,2414.0,TOTAL,14876
D83002,LD,150.0,TOTAL,14876
D83002,MH,193.0,TOTAL,14876
D83002,NDH,1157.0,18OV,11760
D83002,OB,1486.0,18OV,11760
D83002,OST,63.0,50OV,6075
D83002,PAD,154.0,TOTAL,14876
D83002,PC,72.0,TOTAL,14876
D83002,RA,132.0,16OV,12116
D83002,STIA,333.0,TOTAL,14876
D83003,AF,157.0,TOTAL,5213
D83003,AST,390.0,06OV,4966
D83003,CAN,256.0,TOTAL,5213
D83003,CHD,221.0,TOTAL,5213
D83003,CKD,266.0,18OV,4403
D83003,COPD,96.0,TOTAL,5213
D83003,DEM,37.0,TOTAL,5213
D83003,DEP,541.0,18OV,4403
D83003,DM,335.0,17OV,4443
D83003,EP,19.0,18OV,4403
D83003,HF,60.0,TOTAL,5213
D83003,HYP,875.0,TOTAL,5213
D83003,LD,17.0,TOTAL,5213
D83003,MH,23.0,TOTAL,5213
D83003,NDH,283.0,18OV,4403
D83003,OB,265.0,18OV,4403
D83003,OST,12.0,50OV,2866
D83003,PAD,20.0,TOTAL,5213
D83003,PC,6.0,TOTAL,5213
D83003,RA,38.0,16OV,4494
D83003,STIA,99.0,TOTAL,5213
D83004,AF,293.0,TOTAL,10798
D83004,AST,627.0,06OV,10205
D83004,CAN,391.0,TOTAL,10798
D83004,CHD,394.0,TOTAL,10798
D83004,CKD,410.0,18OV,8743
D83004,COPD,169.0,TOTAL,10798
D83004,DEM,68.0,TOTAL,10798
D83004,DEP,674.0,18OV,8743
D83004,DM,755.0,17OV,8870
D83004,EP,77.0,18OV,8743
D83004,HF,136.0,TOTAL,10798
D83004,HYP,1664.0,TOTAL,10798
D83004,LD,81.0,TOTAL,10798
D83004,MH,82.0,TOTAL,10798
D83004,NDH,314.0,18OV,8743
D83004,OB,955.0,18OV,8743
D83004,OST,14.0,50OV,4698
D83004,PAD,63.0,TOTAL,10798
D83004,PC,21.0,TOTAL,10798
D83004,RA,75.0,16OV,8989
D83004,STIA,204.0,TOTAL,10798
D83005,AF,424.0,TOTAL,13863
D83005,AST,1145.0,06OV,13239
D83005,CAN,591.0,TOTAL,13863
D83005,CHD,480.0,TOTAL,13863
D83005,CKD,268.0,18OV,11705
D83005,COPD,260.0,TOTAL,13863
D83005,DEM,193.0,TOTAL,13863
D83005,DEP,1199.0,18OV,11705
D83005,DM,897.0,17OV,11835
D83005,EP,106.0,18OV,11705
D83005,HF,136.0,TOTAL,13863
D83005,HYP,2191.0,TOTAL,13863
D83005,LD,80.0,TOTAL,13863
D83005,MH,136.0,TOTAL,13863
D83005,NDH,587.0,18OV,11705
D83005,OB,879.0,18OV,11705
D83005,OST,36.0,50OV,6632
D83005,PAD,76.0,TOTAL,13863
D83005,PC,39.0,TOTAL,13863
D83005,RA,91.0,16OV,11971
D83005,STIA,303.0,TOTAL,13863
D83006,AF,223.0,TOTAL,7123
D83006,AST,410.0,06OV,6796
D83006,CAN,374.0,TOTAL,7123
D83006,CHD,315.0,TOTAL,7123
D83006,CKD,245.0,18OV,6034
D83006,COPD,120.0,TOTAL,7123
D83006,DEM,43.0,TOTAL,7123
D83006,DEP,512.0,18OV,6034
D83006,DM,381.0,17OV,6096
D83006,EP,47.0,18OV,6034
D83006,HF,111.0,TOTAL,7123
D83006,HYP,1373.0,TOTAL,7123
D83006,LD,27.0,TOTAL,7123
D83006,MH,43.0,TOTAL,7123
D83006,NDH,176.0,18OV,6034
D83006,OB,495.0,18OV,6034
D83006,OST,53.0,50OV,3959
D83006,PAD,37.0,TOTAL,7123
D83006,PC,68.0,TOTAL,7123
D83006,RA,56.0,16OV,6175
D83006,STIA,174.0,TOTAL,7123
D83007,AF,235.0,TOTAL,9023
D83007,AST,758.0,06OV,8554
D83007,CAN,397.0,TOTAL,9023
D83007,CHD,327.0,TOTAL,9023
D83007,CKD,183.0,18OV,7349
D83007,COPD,172.0,TOTAL,9023
D83007,DEM,115.0,TOTAL,9023
D83007,DEP,926.0,18OV,7349
D83007,DM,599.0,17OV,7453
D83007,EP,44.0,18OV,7349
D83007,HF,97.0,TOTAL,9023
D83007,HYP,1294.0,TOTAL,9023
D83007,LD,23.0,TOTAL,9023
D83007,MH,52.0,TOTAL,9023
D83007,NDH,199.0,18OV,7349
D83007,OB,455.0,18OV,7349
D83007,OST,10.0,50OV,4451
D83007,PAD,57.0,TOTAL,9023
D83007,PC,16.0,TOTAL,9023
D83007,RA,79.0,16OV,7549
D83007,STIA,188.0,TOTAL,9023
D83008,AF,309.0,TOTAL,17570
D83008,AST,995.0,06OV,16392
D83008,CAN,413.0,TOTAL,17570
D83008,CHD,431.0,TOTAL,17570
D83008,CKD,592.0,18OV,13906
D83008,COPD,276.0,TOTAL,17570
D83008,DEM,100.0,TOTAL,17570
D83008,DEP,1406.0,18OV,13906
D83008,DM,969.0,17OV,14075
