PRACTICE_CODE,GROUP_CODE,REGISTER,PATIENT_LIST_TYPE,PRACTICE_LIST_SIZE
A81001,AF,96.0,TOTAL,4045
A81001,AST,306.0,06OV,3806
A81001,CAN,141.0,TOTAL,4045
A81001,CHD,154.0,TOTAL,4045
A81001,CKD,106.0,18OV,3219
A81001,COPD,104.0,TOTAL,4045
A81001,DEM,26.0,TOTAL,4045
A81001,DEP,310.0,18OV,3219
A81001,DM,304.0,17OV,3264
A81001,EP,37.0,18OV,3219
A81001,HF,55.0,TOTAL,4045
A81001,HYP,590.0,TOTAL,4045
A81001,LD,27.0,TOTAL,4045
A81001,MH,49.0,TOTAL,4045
A81001,NDH,119.0,18OV,3219
A81001,OB,259.0,18OV,3219
A81001,OST,11.0,50OV,1697
A81001,PAD,36.0,TOTAL,4045
A81001,PC,41.0,TOTAL,4045
A81001,RA,25.0,16OV,3319
A81001,STIA,101.0,TOTAL,4045
A81002,AF,505.0,TOTAL,18490
A81002,AST,1313.0,06OV,17531
A81002,CAN,679.0,TOTAL,18490
A81002,CHD,873.0,TOTAL,18490
A81002,CKD,951.0,18OV,15056
A81002,COPD,629.0,TOTAL,18490
A81002,DEM,205.0,TOTAL,18490
A81002,DEP,2883.0,18OV,15056
A81002,DM,1265.0,17OV,15241
A81002,EP,152.0,18OV,15056
A81002,HF,227.0,TOTAL,18490
A81002,HYP,3290.0,TOTAL,18490
A81002,LD,100.0,TOTAL,18490
A81002,MH,155.0,TOTAL,18490
A81002,NDH,937.0,18OV,15056
A81002,OB,2177.0,18OV,15056
A81002,OST,125.0,50OV,8426
A81002,PAD,173.0,TOTAL,18490
A81002,PC,94.0,TOTAL,18490
A81002,RA,122.0,16OV,15444
A81002,STIA,496.0,TOTAL,18490
A81004,AF,275.0,TOTAL,11104
A81004,AST,653.0,06OV,10303
A81004,CAN,389.0,TOTAL,11104
A81004,CHD,393.0,TOTAL,11104
A81004,CKD,435.0,18OV,8779
A81004,COPD,282.0,TOTAL,11104
A81004,DEM,100.0,TOTAL,11104
A81004,DEP,918.0,18OV,8779
A81004,DM,660.0,17OV,8896
A81004,EP,80.0,18OV,8779
A81004,HF,106.0,TOTAL,11104
A81004,HYP,1629.0,TOTAL,11104
A81004,LD,91.0,TOTAL,11104
A81004,MH,73.0,TOTAL,11104
A81004,NDH,800.0,18OV,8779
A81004,OB,1388.0,18OV,8779
A81004,OST,46.0,50OV,4134
A81004,PAD,59.0,TOTAL,11104
A81004,PC,67.0,TOTAL,11104
A81004,RA,74.0,16OV,9040
A81004,STIA,246.0,TOTAL,11104
A81005,AF,245.0,TOTAL,8082
A81005,AST,512.0,06OV,7708
A81005,CAN,407.0,TOTAL,8082
A81005,CHD,335.0,TOTAL,8082
A81005,CKD,116.0,18OV,6663
A81005,COPD,206.0,TOTAL,8082
A81005,DEM,92.0,TOTAL,8082
A81005,DEP,754.0,18OV,6663
A81005,DM,536.0,17OV,6747
A81005,EP,58.0,18OV,6663
A81005,HF,73.0,TOTAL,8082
A81005,HYP,1463.0,TOTAL,8082
A81005,LD,35.0,TOTAL,8082
A81005,MH,83.0,TOTAL,8082
A81005,NDH,389.0,18OV,6663
A81005,OB,720.0,18OV,6663
A81005,OST,33.0,50OV,4072
A81005,PAD,47.0,TOTAL,8082
A81005,PC,45.0,TOTAL,8082
A81005,RA,57.0,16OV,6845
A81005,STIA,213.0,TOTAL,8082
A81006,AF,377.0,TOTAL,14534
A81006,AST,1041.0,06OV,13619
A81006,CAN,455.0,TOTAL,14534
A81006,CHD,614.0,TOTAL,14534
A81006,CKD,333.0,18OV,11469
A81006,COPD,547.0,TOTAL,14534
A81006,DEM,144.0,TOTAL,14534
A81006,DEP,1861.0,18OV,11469
A81006,DM,1022.0,17OV,11628
A81006,EP,126.0,18OV,11469
A81006,HF,204.0,TOTAL,14534
A81006,HYP,2354.0,TOTAL,14534
A81006,LD,128.0,TOTAL,14534
A81006,MH,131.0,TOTAL,14534
A81006,NDH,781.0,18OV,11469
A81006,OB,1528.0,18OV,11469
A81006,OST,76.0,50OV,5801
A81006,PAD,125.0,TOTAL,14534
A81006,PC,113.0,TOTAL,14534
A81006,RA,96.0,16OV,11795
A81006,STIA,376.0,TOTAL,14534
A81007,AF,268.0,TOTAL,9947
A81007,AST,695.0,06OV,9348
A81007,CAN,391.0,TOTAL,9947
A81007,CHD,417.0,TOTAL,9947
A81007,CKD,382.0,18OV,7903
A81007,COPD,404.0,TOTAL,9947
A81007,DEM,98.0,TOTAL,9947
A81007,DEP,1583.0,18OV,7903
A81007,DM,656.0,17OV,8030
A81007,EP,83.0,18OV,7903
A81007,HF,110.0,TOTAL,9947
A81007,HYP,1576.0,TOTAL,9947
A81007,LD,75.0,TOTAL,9947
A81007,MH,90.0,TOTAL,9947
A81007,NDH,355.0,18OV,7903
A81007,OB,914.0,18OV,7903
A81007,OST,6.0,50OV,4061
A81007,PAD,93.0,TOTAL,9947
A81007,PC,66.0,TOTAL,9947
A81007,RA,83.0,16OV,8146
A81007,STIA,262.0,TOTAL,9947
A81009,AF,196.0,TOTAL,8277
A81009,AST,554.0,06OV,7793
A81009,CAN,220.0,TOTAL,8277
A81009,CHD,294.0,TOTAL,8277
A81009,CKD,218.0,18OV,6559
A81009,COPD,206.0,TOTAL,8277
A81009,DEM,59.0,TOTAL,8277
A81009,DEP,502.0,18OV,6559
A81009,DM,594.0,17OV,6657
A81009,EP,95.0,18OV,6559
A81009,HF,58.0,TOTAL,8277
A81009,HYP,1130.0,TOTAL,8277
A81009,LD,112.0,TOTAL,8277
A81009,MH,120.0,TOTAL,8277
A81009,NDH,654.0,18OV,6559
A81009,OB,1144.0,18OV,6559
A81009,OST,18.0,50OV,3273
A81009,PAD,79.0,TOTAL,8277
A81009,PC,23.0,TOTAL,8277
A81009,RA,39.0,16OV,6751
A81009,STIA,174.0,TOTAL,8277
A81011,AF,258.0,TOTAL,11554
A81011,AST,872.0,06OV,10863
A81011,CAN,450.0,TOTAL,11554
A81011,CHD,601.0,TOTAL,11554
A81011,CKD,523.0,18OV,9326
A81011,COPD,459.0,TOTAL,11554
A81011,DEM,104.0,TOTAL,11554
A81011,DEP,2142.0,18OV,9326
A81011,DM,801.0,17OV,9446
A81011,EP,115.0,18OV,9326
A81011,HF,145.0,TOTAL,11554
A81011,HYP,2191.0,TOTAL,11554
A81011,LD,105.0,TOTAL,11554
A81011,MH,127.0,TOTAL,11554
A81011,NDH,552.0,18OV,9326
A81011,OB,1380.0,18OV,9326
A81011,OST,5.0,50OV,4917
A81011,PAD,118.0,TOTAL,11554
A81011,PC,77.0,TOTAL,11554
A81011,RA,104.0,16OV,9573
A81011,STIA,292.0,TOTAL,11554
A81012,AF,85.0,TOTAL,5249
A81012,AST,336.0,06OV,4869
A81012,CAN,108.0,TOTAL,5249
A81012,CHD,153.0,TOTAL,5249
A81012,CKD,118.0,18OV,3974
A81012,COPD,232.0,TOTAL,5249
A81012,DEM,25.0,TOTAL,5249
A81012,DEP,650.0,18OV,3974
A81012,DM,372.0,17OV,4034
A81012,EP,50.0,18OV,3974
A81012,HF,33.0,TOTAL,5249
A81012,HYP,794.0,TOTAL,5249
A81012,LD,36.0,TOTAL,5249
A81012,MH,52.0,TOTAL,5249
A81012,NDH,133.0,18OV,3974
A81012,OB,677.0,18OV,3974
A81012,OST,7.0,50OV,1730
A81012,PAD,50.0,TOTAL,5249
A81012,PC,37.0,TOTAL,5249
A81012,RA,25.0,16OV,4091
A81012,STIA,104.0,TOTAL,5249
A81013,AF,171.0,TOTAL,7075
A81013,AST,529.0,06OV,6649
A81013,CAN,272.0,TOTAL,7075
A81013,CHD,255.0,TOTAL,7075
A81013,CKD,250.0,18OV,5586
A81013,COPD,206.0,TOTAL,7075
A81013,DEM,47.0,TOTAL,7075
A81013,DEP,1193.0,18OV,5586
A81013,DM,531.0,17OV,5676
A81013,EP,67.0,18OV,5586
A81013,HF,43.0,TOTAL,7075
A81013,HYP,1450.0,TOTAL,7075
A81013,LD,64.0,TOTAL,7075
A81013,MH,72.0,TOTAL,7075
A81013,NDH,710.0,18OV,5586
A81013,OB,646.0,18OV,5586
A81013,OST,18.0,50OV,3015
A81013,PAD,46.0,TOTAL,7075
A81013,PC,16.0,TOTAL,7075
A81013,RA,57.0,16OV,5776
A81013,STIA,144.0,TOTAL,7075
A81014,AF,124.0,TOTAL,4089
A81014,AST,367.0,06OV,3864
A81014,CAN,143.0,TOTAL,4089
A81014,CHD,219.0,TOTAL,4089
A81014,CKD,184.0,18OV,3400
A81014,COPD,157.0,TOTAL,4089
A81014,DEM,48.0,TOTAL,4089
A81014,DEP,388.0,18OV,3400
A81014,DM,286.0,17OV,3431
A81014,EP,46.0,18OV,3400
A81014,HF,47.0,TOTAL,4089
A81014,HYP,817.0,TOTAL,4089
A81014,LD,21.0,TOTAL,4089
A81014,MH,38.0,TOTAL,4089
A81014,NDH,81.0,18OV,3400
A81014,OB,491.0,18OV,3400
A81014,OST,4.0,50OV,1967
A81014,PAD,44.0,TOTAL,4089
A81014,PC,28.0,TOTAL,4089
A81014,RA,22.0,16OV,3468
A81014,STIA,122.0,TOTAL,4089
A81016,AF,174.0,TOTAL,10969
A81016,AST,667.0,06OV,10244
A81016,CAN,289.0,TOTAL,10969
A81016,CHD,314.0,TOTAL,10969
A81016,CKD,276.0,18OV,8598
A81016,COPD,244.0,TOTAL,10969
A81016,DEM,62.0,TOTAL,10969
A81016,DEP,1225.0,18OV,8598
A81016,DM,621.0,17OV,8705
A81016,EP,78.0,18OV,8598
A81016,HF,66.0,TOTAL,10969
A81016,HYP,1225.0,TOTAL,10969
A81016,LD,70.0,TOTAL,10969
A81016,MH,115.0,TOTAL,10969
A81016,NDH,468.0,18OV,8598
A81016,OB,1048.0,18OV,8598
A81016,OST,28.0,50OV,3071
A81016,PAD,64.0,TOTAL,10969
A81016,PC,39.0,TOTAL,10969
A81016,RA,73.0,16OV,8816
A81016,STIA,172.0,TOTAL,10969
A81017,AF,398.0,TOTAL,18937
A81017,AST,1107.0,06OV,17861
A81017,CAN,635.0,TOTAL,18937
A81017,CHD,609.0,TOTAL,18937
A81017,CKD,363.0,18OV,14644
A81017,COPD,322.0,TOTAL,18937
A81017,DEM,138.0,TOTAL,18937
A81017,DEP,2103.0,18OV,14644
A81017,DM,969.0,17OV,14894
A81017,EP,103.0,18OV,14644
A81017,HF,192.0,TOTAL,18937
A81017,HYP,2626.0,TOTAL,18937
A81017,LD,55.0,TOTAL,18937
A81017,MH,90.0,TOTAL,18937
A81017,NDH,452.0,18OV,14644
A81017,OB,1802.0,18OV,14644
A81017,OST,27.0,50OV,7063
A81017,PAD,92.0,TOTAL,18937
A81017,PC,46.0,TOTAL,18937
A81017,RA,107.0,16OV,15179
A81017,STIA,358.0,TOTAL,18937
A81018,AF,259.0,TOTAL,10129
A81018,AST,748.0,06OV,9564
A81018,CAN,479.0,TOTAL,10129
A81018,CHD,435.0,TOTAL,10129
A81018,CKD,472.0,18OV,8046
A81018,COPD,458.0,TOTAL,10129
A81018,DEM,107.0,TOTAL,10129
A81018,DEP,1476.0,18OV,8046
A81018,DM,835.0,17OV,8168
A81018,EP,95.0,18OV,8046
A81018,HF,135.0,TOTAL,10129
A81018,HYP,1878.0,TOTAL,10129
A81018,LD,95.0,TOTAL,10129
A81018,MH,158.0,TOTAL,10129
A81018,NDH,113.0,18OV,8046
A81018,OB,1035.0,18OV,8046
A81018,OST,23.0,50OV,4351
A81018,PAD,121.0,TOTAL,10129
A81018,PC,118.0,TOTAL,10129
A81018,RA,71.0,16OV,8289
A81018,STIA,289.0,TOTAL,10129
A81019,AF,148.0,TOTAL,8997
A81019,AST,598.0,06OV,8392
A81019,CAN,157.0,TOTAL,8997
A81019,CHD,333.0,TOTAL,8997
A81019,CKD,111.0,18OV,6843
A81019,COPD,321.0,TOTAL,8997
A81019,DEM,50.0,TOTAL,8997
A81019,DEP,474.0,18OV,6843
A81019,DM,627.0,17OV,6955
A81019,EP,78.0,18OV,6843
A81019,HF,63.0,TOTAL,8997
A81019,HYP,1265.0,TOTAL,8997
A81019,LD,70.0,TOTAL,8997
A81019,MH,80.0,TOTAL,8997
A81019,NDH,109.0,18OV,6843
A81019,OB,1012.0,18OV,6843
A81019,OST,10.0,50OV,3296
A81019,PAD,65.0,TOTAL,8997
A81019,PC,53.0,TOTAL,8997
A81019,RA,54.0,16OV,7101
A81019,STIA,149.0,TOTAL,8997
A81020,AF,212.0,TOTAL,8090
A81020,AST,547.0,06OV,7514
A81020,CAN,206.0,TOTAL,8090
A81020,CHD,340.0,TOTAL,8090
A81020,CKD,233.0,18OV,6305
A81020,COPD,196.0,TOTAL,8090
A81020,DEM,99.0,TOTAL,8090
A81020,DEP,525.0,18OV,6305
A81020,DM,525.0,17OV,6402
A81020,EP,64.0,18OV,6305
A81020,HF,67.0,TOTAL,8090
A81020,HYP,1275.0,TOTAL,8090
A81020,LD,50.0,TOTAL,8090
A81020,MH,71.0,TOTAL,8090
A81020,NDH,518.0,18OV,6305
A81020,OB,737.0,18OV,6305
A81020,OST,22.0,50OV,3183
A81020,PAD,69.0,TOTAL,8090
A81020,PC,43.0,TOTAL,8090
A81020,RA,45.0,16OV,6489
A81020,STIA,172.0,TOTAL,8090
A81021,AF,322.0,TOTAL,13725
A81021,AST,890.0,06OV,12832
A81021,CAN,566.0,TOTAL,13725
A81021,CHD,552.0,TOTAL,13725
A81021,CKD,377.0,18OV,10789
A81021,COPD,401.0,TOTAL,13725
A81021,DEM,118.0,TOTAL,13725
A81021,DEP,1985.0,18OV,10789
A81021,DM,1045.0,17OV,10945
A81021,EP,105.0,18OV,10789
A81021,HF,162.0,TOTAL,13725
A81021,HYP,2150.0,TOTAL,13725
A81021,LD,101.0,TOTAL,13725
A81021,MH,91.0,TOTAL,13725
A81021,NDH,851.0,18OV,10789
A81021,OB,1787.0,18OV,10789
A81021,OST,28.0,50OV,5525
A81021,PAD,100.0,TOTAL,13725
A81021,PC,49.0,TOTAL,13725
A81021,RA,95.0,16OV,11104
A81021,STIA,325.0,TOTAL,13725
A81022,AF,294.0,TOTAL,9680
A81022,AST,766.0,06OV,9204
A81022,CAN,348.0,TOTAL,9680
A81022,CHD,439.0,TOTAL,9680
A81022,CKD,205.0,18OV,7872
A81022,COPD,369.0,TOTAL,9680
A81022,DEM,51.0,TOTAL,9680
A81022,DEP,1022.0,18OV,7872
A81022,DM,674.0,17OV,7985
A81022,EP,89.0,18OV,7872
A81022,HF,86.0,TOTAL,9680
A81022,HYP,1829.0,TOTAL,9680
A81022,LD,71.0,TOTAL,9680
A81022,MH,81.0,TOTAL,9680
A81022,NDH,386.0,18OV,7872
A81022,OB,841.0,18OV,7872
A81022,OST,22.0,50OV,4442
A81022,PAD,94.0,TOTAL,9680
A81022,PC,47.0,TOTAL,9680
A81022,RA,74.0,16OV,8093
A81022,STIA,262.0,TOTAL,9680
A81023,AF,126.0,TOTAL,8744
A81023,AST,441.0,06OV,8186
A81023,CAN,150.0,TOTAL,8744
A81023,CHD,239.0,TOTAL,8744
A81023,CKD,104.0,18OV,6999
A81023,COPD,224.0,TOTAL,8744
A81023,DEM,35.0,TOTAL,8744
A81023,DEP,796.0,18OV,6999
A81023,DM,419.0,17OV,7097
A81023,EP,70.0,18OV,6999
A81023,HF,70.0,TOTAL,8744
A81023,HYP,890.0,TOTAL,8744
A81023,LD,59.0,TOTAL,8744
A81023,MH,111.0,TOTAL,8744
A81023,NDH,257.0,18OV,6999
A81023,OB,786.0,18OV,6999
A81023,OST,14.0,50OV,2228
A81023,PAD,57.0,TOTAL,8744
A81023,PC,46.0,TOTAL,8744
A81023,RA,35.0,16OV,7202
A81023,STIA,121.0,TOTAL,8744
A81025,AF,114.0,TOTAL,4265
A81025,AST,274.0,06OV,4024
A81025,CAN,160.0,TOTAL,4265
A81025,CHD,186.0,TOTAL,4265
A81025,CKD,109.0,18OV,3407
A81025,COPD,119.0,TOTAL,4265
A81025,DEM,45.0,TOTAL,4265
A81025,DEP,458.0,18OV,3407
A81025,DM,259.0,17OV,3450
A81025,EP,39.0,18OV,3407
A81025,HF,43.0,TOTAL,4265
A81025,HYP,660.0,TOTAL,4265
A81025,LD,26.0,TOTAL,4265
A81025,MH,53.0,TOTAL,4265
A81025,NDH,47.0,18OV,3407
A81025,OB,387.0,18OV,3407
A81025,OST,7.0,50OV,1692
A81025,PAD,38.0,TOTAL,4265
A81025,PC,15.0,TOTAL,4265
A81025,RA,36.0,16OV,3493
A81025,STIA,105.0,TOTAL,4265
A81026,AF,390.0,TOTAL,20052
A81026,AST,1090.0,06OV,18526
A81026,CAN,336.0,TOTAL,20052
A81026,CHD,735.0,TOTAL,20052
A81026,CKD,371.0,18OV,15187
A81026,COPD,667.0,TOTAL,20052
A81026,DEM,130.0,TOTAL,20052
A81026,DEP,1693.0,18OV,15187
A81026,DM,1269.0,17OV,15422
A81026,EP,176.0,18OV,15187
A81026,HF,146.0,TOTAL,20052
A81026,HYP,2557.0,TOTAL,20052
A81026,LD,150.0,TOTAL,20052
A81026,MH,168.0,TOTAL,20052
A81026,NDH,1314.0,18OV,15187
A81026,OB,1699.0,18OV,15187
A81026,OST,35.0,50OV,6868
A81026,PAD,154.0,TOTAL,20052
A81026,PC,204.0,TOTAL,20052
A81026,RA,112.0,16OV,15652
A81026,STIA,416.0,TOTAL,20052
A81027,AF,468.0,TOTAL,15648
A81027,AST,907.0,06OV,14782
A81027,CAN,632.0,TOTAL,15648
A81027,CHD,535.0,TOTAL,15648
A81027,CKD,391.0,18OV,12641
A81027,COPD,180.0,TOTAL,15648
A81027,DEM,137.0,TOTAL,15648
A81027,DEP,1573.0,18OV,12641
A81027,DM,680.0,17OV,12822
A81027,EP,88.0,18OV,12641
A81027,HF,157.0,TOTAL,15648
A81027,HYP,2317.0,TOTAL,15648
A81027,LD,23.0,TOTAL,15648
A81027,MH,89.0,TOTAL,15648
A81027,NDH,531.0,18OV,12641
A81027,OB,1019.0,18OV,12641
A81027,OST,18.0,50OV,6938
A81027,PAD,81.0,TOTAL,15648
A81027,PC,75.0,TOTAL,15648
A81027,RA,102.0,16OV,13025
A81027,STIA,367.0,TOTAL,15648
A81029,AF,87.0,TOTAL,7233
A81029,AST,284.0,06OV,6756
A81029,CAN,141.0,TOTAL,7233
A81029,CHD,193.0,TOTAL,7233
A81029,CKD,219.0,18OV,5906
A81029,COPD,197.0,TOTAL,7233
A81029,DEM,31.0,TOTAL,7233
A81029,DEP,603.0,18OV,5906
A81029,DM,372.0,17OV,5975
A81029,EP,54.0,18OV,5906
A81029,HF,28.0,TOTAL,7233
A81029,HYP,796.0,TOTAL,7233
A81029,LD,43.0,TOTAL,7233
A81029,MH,63.0,TOTAL,7233
A81029,NDH,283.0,18OV,5906
A81029,OB,799.0,18OV,5906
A81029,OST,8.0,50OV,1727
A81029,PAD,54.0,TOTAL,7233
A81029,PC,24.0,TOTAL,7233
A81029,RA,29.0,16OV,6038
A81029,STIA,112.0,TOTAL,7233
A81030,AF,324.0,TOTAL,14481
A81030,AST,1005.0,06OV,13479
A81030,CAN,237.0,TOTAL,14481
A81030,CHD,485.0,TOTAL,14481
A81030,CKD,298.0,18OV,11288
A81030,COPD,341.0,TOTAL,14481
A81030,DEM,142.0,TOTAL,14481
A81030,DEP,1398.0,18OV,11288
A81030,DM,879.0,17OV,11461
A81030,EP,112.0,18OV,11288
A81030,HF,117.0,TOTAL,14481
A81030,HYP,2043.0,TOTAL,14481
A81030,LD,58.0,TOTAL,14481
A81030,MH,116.0,TOTAL,14481
A81030,NDH,778.0,18OV,11288
A81030,OB,1037.0,18OV,11288
A81030,OST,62.0,50OV,5555
A81030,PAD,124.0,TOTAL,14481
A81030,PC,155.0,TOTAL,14481
A81030,RA,122.0,16OV,11647
A81030,STIA,302.0,TOTAL,14481
A81031,AF,304.0,TOTAL,13023
A81031,AST,1039.0,06OV,12217
A81031,CAN,457.0,TOTAL,13023
A81031,CHD,539.0,TOTAL,13023
A81031,CKD,419.0,18OV,10313
A81031,COPD,438.0,TOTAL,13023
A81031,DEM,97.0,TOTAL,13023
A81031,DEP,1219.0,18OV,10313
A81031,DM,783.0,17OV,10459
A81031,EP,122.0,18OV,10313
A81031,HF,135.0,TOTAL,13023
A81031,HYP,2177.0,TOTAL,13023
A81031,LD,105.0,TOTAL,13023
A81031,MH,125.0,TOTAL,13023
A81031,NDH,747.0,18OV,10313
A81031,OB,1499.0,18OV,10313
A81031,OST,3.0,50OV,5100
A81031,PAD,100.0,TOTAL,13023
A81031,PC,71.0,TOTAL,13023
A81031,RA,104.0,16OV,10611
A81031,STIA,284.0,TOTAL,13023
A81032,AF,301.0,TOTAL,11268
A81032,AST,839.0,06OV,10675
A81032,CAN,437.0,TOTAL,11268
A81032,CHD,463.0,TOTAL,11268
A81032,CKD,193.0,18OV,9311
A81032,COPD,333.0,TOTAL,11268
A81032,DEM,152.0,TOTAL,11268
A81032,DEP,1395.0,18OV,9311
A81032,DM,733.0,17OV,9417
A81032,EP,98.0,18OV,9311
A81032,HF,121.0,TOTAL,11268
A81032,HYP,1809.0,TOTAL,11268
A81032,LD,56.0,TOTAL,11268
A81032,MH,121.0,TOTAL,11268
A81032,NDH,725.0,18OV,9311
A81032,OB,869.0,18OV,9311
A81032,OST,39.0,50OV,5380
A81032,PAD,89.0,TOTAL,11268
A81032,PC,97.0,TOTAL,11268
A81032,RA,60.0,16OV,9526
A81032,STIA,281.0,TOTAL,11268
A81034,AF,442.0,TOTAL,21869
A81034,AST,1537.0,06OV,20498
A81034,CAN,656.0,TOTAL,21869
A81034,CHD,670.0,TOTAL,21869
A81034,CKD,673.0,18OV,16676
A81034,COPD,485.0,TOTAL,21869
A81034,DEM,198.0,TOTAL,21869
A81034,DEP,3845.0,18OV,16676
A81034,DM,1191.0,17OV,16954
A81034,EP,163.0,18OV,16676
A81034,HF,247.0,TOTAL,21869
A81034,HYP,3182.0,TOTAL,21869
A81034,LD,123.0,TOTAL,21869
A81034,MH,133.0,TOTAL,21869
A81034,NDH,795.0,18OV,16676
A81034,OB,1171.0,18OV,16676
A81034,OST,34.0,50OV,7646
A81034,PAD,139.0,TOTAL,21869
A81034,PC,121.0,TOTAL,21869
A81034,RA,101.0,16OV,17234
A81034,STIA,457.0,TOTAL,21869
A81035,AF,190.0,TOTAL,10085
A81035,AST,616.0,06OV,9469
A81035,CAN,305.0,TOTAL,10085
A81035,CHD,339.0,TOTAL,10085
A81035,CKD,307.0,18OV,7957
A81035,COPD,293.0,TOTAL,10085
A81035,DEM,47.0,TOTAL,10085
A81035,DEP,744.0,18OV,7957
A81035,DM,640.0,17OV,8076
A81035,EP,97.0,18OV,7957
A81035,HF,104.0,TOTAL,10085
A81035,HYP,1363.0,TOTAL,10085
A81035,LD,100.0,TOTAL,10085
A81035,MH,119.0,TOTAL,10085
A81035,NDH,63.0,18OV,7957
A81035,OB,1006.0,18OV,7957
A81035,OST,30.0,50OV,3479
A81035,PAD,98.0,TOTAL,10085
A81035,PC,60.0,TOTAL,10085
A81035,RA,58.0,16OV,8199
A81035,STIA,223.0,TOTAL,10085
A81036,AF,511.0,TOTAL,17338
A81036,AST,1353.0,06OV,16343
A81036,CAN,673.0,TOTAL,17338
A81036,CHD,716.0,TOTAL,17338
A81036,CKD,778.0,18OV,13726
A81036,COPD,504.0,TOTAL,17338
A81036,DEM,205.0,TOTAL,17338
A81036,DEP,3015.0,18OV,13726
A81036,DM,1052.0,17OV,13926
A81036,EP,167.0,18OV,13726
A81036,HF,174.0,TOTAL,17338
A81036,HYP,3158.0,TOTAL,17338
A81036,LD,87.0,TOTAL,17338
A81036,MH,203.0,TOTAL,17338
A81036,NDH,811.0,18OV,13726
A81036,OB,1911.0,18OV,13726
A81036,OST,31.0,50OV,7076
A81036,PAD,117.0,TOTAL,17338
A81036,PC,148.0,TOTAL,17338
A81036,RA,123.0,16OV,14137
A81036,STIA,458.0,TOTAL,17338
A81037,AF,76.0,TOTAL,7388
A81037,AST,384.0,06OV,6994
A81037,CAN,182.0,TOTAL,7388
A81037,CHD,189.0,TOTAL,7388
A81037,CKD,107.0,18OV,6013
A81037,COPD,241.0,TOTAL,7388
A81037,DEM,51.0,TOTAL,7388
A81037,DEP,524.0,18OV,6013
A81037,DM,498.0,17OV,6103
A81037,EP,55.0,18OV,6013
A81037,HF,47.0,TOTAL,7388
A81037,HYP,921.0,TOTAL,7388
A81037,LD,62.0,TOTAL,7388
A81037,MH,69.0,TOTAL,7388
A81037,NDH,185.0,18OV,6013
A81037,OB,651.0,18OV,6013
A81037,OST,13.0,50OV,2080
A81037,PAD,48.0,TOTAL,7388
A81037,PC,72.0,TOTAL,7388
A81037,RA,41.0,16OV,6186
A81037,STIA,106.0,TOTAL,7388
A81038,AF,39.0,TOTAL,3842
A81038,AST,190.0,06OV,3517
A81038,CAN,76.0,TOTAL,3842
A81038,CHD,126.0,TOTAL,3842
A81038,CKD,53.0,18OV,2812
A81038,COPD,123.0,TOTAL,3842
A81038,DEM,41.0,TOTAL,3842
A81038,DEP,111.0,18OV,2812
A81038,DM,325.0,17OV,2854
A81038,EP,33.0,18OV,2812
A81038,HF,23.0,TOTAL,3842
A81038,HYP,428.0,TOTAL,3842
A81038,LD,48.0,TOTAL,3842
A81038,MH,38.0,TOTAL,3842
A81038,NDH,117.0,18OV,2812
A81038,OB,295.0,18OV,2812
A81038,OST,4.0,50OV,1124
A81038,PAD,17.0,TOTAL,3842
A81038,PC,19.0,TOTAL,3842
A81038,RA,15.0,16OV,2911
A81038,STIA,69.0,TOTAL,3842
A81039,AF,237.0,TOTAL,11107
A81039,AST,805.0,06OV,10431
A81039,CAN,397.0,TOTAL,11107
A81039,CHD,322.0,TOTAL,11107
A81039,CKD,267.0,18OV,8707
A81039,COPD,131.0,TOTAL,11107
A81039,DEM,67.0,TOTAL,11107
A81039,DEP,1328.0,18OV,8707
A81039,DM,558.0,17OV,8827
A81039,EP,73.0,18OV,8707
A81039,HF,73.0,TOTAL,11107
A81039,HYP,1464.0,TOTAL,11107
A81039,LD,51.0,TOTAL,11107
A81039,MH,67.0,TOTAL,11107
A81039,NDH,442.0,18OV,8707
A81039,OB,838.0,18OV,8707
A81039,OST,30.0,50OV,4462
A81039,PAD,51.0,TOTAL,11107
A81039,PC,36.0,TOTAL,11107
A81039,RA,71.0,16OV,8947
A81039,STIA,230.0,TOTAL,11107
A81040,AF,194.0,TOTAL,8519
A81040,AST,600.0,06OV,8007
A81040,CAN,357.0,TOTAL,8519
A81040,CHD,351.0,TOTAL,8519
A81040,CKD,372.0,18OV,6765
A81040,COPD,216.0,TOTAL,8519
A81040,DEM,78.0,TOTAL,8519
A81040,DEP,1375.0,18OV,6765
A81040,DM,510.0,17OV,6859
A81040,EP,65.0,18OV,6765
A81040,HF,84.0,TOTAL,8519
A81040,HYP,1325.0,TOTAL,8519
A81040,LD,43.0,TOTAL,8519
A81040,MH,67.0,TOTAL,8519
A81040,NDH,212.0,18OV,6765
A81040,OB,543.0,18OV,6765
A81040,OST,19.0,50OV,3543
A81040,PAD,68.0,TOTAL,8519
A81040,PC,30.0,TOTAL,8519
A81040,RA,70.0,16OV,6950
A81040,STIA,186.0,TOTAL,8519
A81041,AF,259.0,TOTAL,9385
A81041,AST,498.0,06OV,8824
A81041,CAN,384.0,TOTAL,9385
A81041,CHD,444.0,TOTAL,9385
A81041,CKD,403.0,18OV,7594
A81041,COPD,315.0,TOTAL,9385
A81041,DEM,86.0,TOTAL,9385
A81041,DEP,1150.0,18OV,7594
A81041,DM,638.0,17OV,7684
A81041,EP,91.0,18OV,7594
A81041,HF,110.0,TOTAL,9385
A81041,HYP,1734.0,TOTAL,9385
A81041,LD,61.0,TOTAL,9385
